,date,text,normalized_text,clean_text
2327,2020-04-03,"The new mask guidelines also do not replace CDC's guidance on social distancing, including staying in your home when possible, standing at least six feet apart for a period of time. Again, we're going to all come back together here. We're going to all come back together. And practicing hand hygiene, which we should do anyway.",new mask guideline also replace cdc guidance social distancing including staying home possible standing least six foot apart period time going come back together going come back together practicing hand hygiene anyway,new mask guideline also replace cdc guidance social_distancing including staying_home possible standing least six foot apart period time going come back together going come back together practicing hand hygiene anyway
2328,2020-04-03,"A lot of things, I think, are going to spill over. Shaking hands maybe will stay with our country for a long time beyond this. One of the — one of our great doctors was telling me that — as you know, we have flus every year, and the number of people killed by the flu is very substantial. And said that if they didn't shake hands, that number would be substantially lower. So maybe it'll stay. Maybe some of these things, long term, will be good. But those guidelines are still the best and the safest way to avoid the infection.",lot thing think going spill shaking hand maybe stay country long time beyond one one great doctor telling know flu every year number people killed flu substantial said shake hand number would substantially lower maybe stay maybe thing long term good guideline still best safest way avoid infection,lot thing think going spill shaking_hand maybe stay country long time beyond one one great doctor telling know flu every year number people killed flu substantial said shake_hand number would substantially lower maybe stay maybe thing long term good guideline still best safest way avoid infection
2329,2020-04-03,"So with the masks, it's going to be, really, a voluntary thing. You can do it. You don't have to do it. I'm choosing not to do it, but some people may want to do it, and that's okay. It may be good. Probably will. They're making a recommendation. It's only a recommendation. It's voluntary.",mask going really voluntary thing choosing people may want okay may good probably making recommendation recommendation voluntary,mask going really voluntary thing choosing people may want okay may good probably making recommendation recommendation voluntary
2330,2020-04-03,"We're also taking action to ensure the cost of no barrier to any American seeking testing or treatment of the coronavirus. The largest insurer nationwide, the BlueCross BlueShield System, has now announced that it will not require any co-pays — which is really something; that's a tremendous statement — from patients of the virus treatment for the next 60 days, similar to the commitments of Cigna, Humana, Anthem. Those are great companies, and they're all doing the same thing. So, co-pays. For them to do that is — it's a big statement. We appreciate it.",also taking action ensure cost barrier american seeking testing treatment coronavirus largest insurer nationwide bluecross blueshield system announced require co pay really something tremendous statement patient virus treatment next sixty day similar commitment cigna humana anthem great company thing co pay big statement appreciate,also taking action ensure cost barrier american seeking testing treatment coronavirus largest insurer nationwide bluecross blueshield system announced require co_pay really something tremendous statement patient virus treatment next sixty day similar commitment cigna humana anthem great company thing co_pay big statement appreciate
2331,2020-04-03,"Today I can so proudly announce that hospitals and healthcare providers treating uninsured coronavirus patients will be reimbursed by the federal government using funds from the economic relief package Congress passed last month. So that was as per the question yesterday and actually the day before yesterday. This should alleviate any concern uninsured Americans may have about seeking the coronavirus treatment. So that's, I think, answers the question pretty well and very much in the favor of our great people.",today proudly announce hospital healthcare provider treating uninsured coronavirus patient reimbursed federal government using fund economic relief package congress passed last month per question yesterday actually day yesterday alleviate concern uninsured american may seeking coronavirus treatment think answer question pretty well much favor great people,today proudly announce hospital healthcare_provider treating uninsured coronavirus patient reimbursed federal_government using fund economic relief package congress passed last month per question yesterday actually day yesterday alleviate concern uninsured american may seeking coronavirus treatment think answer question pretty well much favor great people
2332,2020-04-03,I'm also signing a directive invoking the Defense Production Act to prohibit export of scarce health and medical supplies by unscrupulous actors and profiteers.,also signing directive invoking defense production act prohibit export scarce health medical supply unscrupulous actor profiteer,also signing directive invoking defense_production_act prohibit export scarce health medical supply unscrupulous actor profiteer
2333,2020-04-03,"The security and Secretary — the Secretary of Homeland Security will work with FEMA to prevent the export of N95 respirators, surgical masks, gloves, and other personal protective equipment. We need these items immediately for domestic use. We have to have them. But we've done really well with the purchase of items, and you'll be hearing about that shortly.",security secretary secretary homeland security work fema prevent export n95 respirator surgical mask glove personal protective equipment need item immediately domestic use done really well purchase item hearing shortly,security secretary secretary homeland_security work fema prevent export n95_respirator surgical_mask glove personal_protective_equipment need item immediately domestic use done really well purchase item hearing shortly
2334,2020-04-03,"We've already leveraged the DPA to stop the hoarding and price gouging of crucial supplies. Under that authority, this week, the Department of Health and Human Services, working with the Department of Justice, took custody of nearly 200,000 N95 respirators, 130,000 surgical masks, 600,000 gloves, as well as bottles — many, many, many bottles — and disinfectant sprays that were being hoarded. All of this material is now being given to healthcare workers. Most of it has already been given out. And we've given a lot to New York, a lot in New Jersey, a lot to other places.",already leveraged dpa stop hoarding price gouging crucial supply authority week department health human service working department justice took custody nearly two-hundred-thousand n95 respirator one-hundred-and-thirty-thousand surgical mask six-hundred-thousand glove well bottle many many many bottle disinfectant spray hoarded material given healthcare worker already given given lot new york lot new jersey lot place,already leveraged dpa stop hoarding price gouging crucial supply authority week department health human service working department justice took custody nearly two-hundred-thousand n95_respirator one-hundred-and-thirty-thousand surgical_mask six-hundred-thousand glove well bottle many many many bottle disinfectant spray hoarded material given healthcare_worker already given given lot new_york lot new_jersey lot place
2335,2020-04-03,"In addition to ensure that healthcare workers in New York have the protective equipment they need, the federal government, in the name of the Department of Defense, is providing about 8.1 million N95 respirators. Department of Defense. And we've already given 200,000 of them to New York City. Mayor de Blasio needed them very badly, so we got them to Mayor de Blasio in New York City. And they were very grateful. 8.1 million. And we're going to be increasing that number from 8.1 million to more. That's a lot of N95 respirators.",addition ensure healthcare worker new york protective equipment need federal government name department defense providing eighty-one million n95 respirator department defense already given two-hundred-thousand new york city mayor de blasio needed badly got mayor de blasio new york city grateful eighty-one million going increasing number eighty-one million lot n95 respirator,addition ensure healthcare_worker new_york protective_equipment need federal_government name department defense providing eighty-one million n95_respirator department defense already given two-hundred-thousand new_york city mayor_de_blasio needed badly got mayor_de_blasio new_york city grateful eighty-one million going increasing number eighty-one million lot n95_respirator
2336,2020-04-03,"Today, my team spoke with the CEO of Ochsner Health and the CEO of LCMC, the two largest health systems in New Orleans. They said they feel that they currently have enough ventilators — I think a lot of people are going to have enough ventilators — and masks, and appreciate what we did and all of the things we've been doing with them, working with them.",today team spoke ceo ochsner health ceo lcmc two largest health system new orleans said feel currently enough ventilator think lot people going enough ventilator mask appreciate thing working,today team spoke ceo ochsner health ceo lcmc two largest health system new_orleans said feel currently enough ventilator think lot people going enough ventilator mask appreciate thing working
2337,2020-04-03,"The CEO of Ochsner, Warner Thomas — who's really been fantastic, I have to say — indicated a need for 230,000 surgical gowns. And I instructed FEMA to deliver them tomorrow. So they'll have the 230,000. That's Louisiana — New Orleans. Two hundred and thirty thousand surgical gowns; they'll have them by tomorrow.",ceo ochsner warner thomas really fantastic say indicated need two-hundred-and-thirty-thousand surgical gown instructed fema deliver tomorrow two-hundred-and-thirty-thousand louisiana new orleans two hundred thirty thousand surgical gown tomorrow,ceo ochsner warner thomas really fantastic say indicated need two-hundred-and-thirty-thousand surgical_gown instructed fema deliver tomorrow two-hundred-and-thirty-thousand louisiana new_orleans two hundred thirty thousand surgical_gown tomorrow
2338,2020-04-03,We're expanding the role of the armed forces in our response effort because no one is better prepared to win a war than the United States military. And we are in a war. The invisible enemy — remember.,expanding role armed force response effort one better prepared win war united state military war invisible enemy remember,expanding role armed force response effort one better prepared win_war united_state military war invisible_enemy remember
2339,2020-04-03,"Over 9,000 retired Army medical personnel have answered their nation's call and are now supporting field hospitals and medical facilities all across the country, like what I just told you, that Governor Cuomo requested we do something in Javits, where we take it over. And we're going to have that manned by the military, because it's very tough to get people — more people in the New York area. So we're going to have it manned by the military — Javits Center.",nine-thousand retired army medical personnel answered nation call supporting field hospital medical facility across country like told governor cuomo requested something javits take going manned military tough get people people new york area going manned military javits center,nine-thousand retired army medical personnel answered nation call supporting field hospital medical facility across country like told governor_cuomo requested something javits take going manned military tough get people people new_york area going manned military javits_center
2340,2020-04-03,"National Guard members have been activated to help states build new treatment centers and assist in the seamless distribution of medical supplies. That includes National Guard. The National Guard is assisting very strongly because the states were, in many cases, unable to have the delivery capability from warehouses and other places that we put the supplies. So I've given approval to use the National Guards — the various National Guards in the different states. And they're doing a fantastic job of not only protecting people but delivering material.",national guard member activated help state build new treatment center assist seamless distribution medical supply includes national guard national guard assisting strongly state many case unable delivery capability warehouse place put supply given approval use national guard various national guard different state fantastic job protecting people delivering material,national_guard member activated help state build new treatment center assist seamless distribution medical supply includes national_guard national_guard assisting strongly state many case unable delivery capability warehouse place put supply given approval use national_guard various national_guard different state fantastic job protecting people delivering material
2341,2020-04-03,"The Army Corps of Engineers has assessed more than 100 facilities in all 50 states and is rapidly building temporary hospitals and alternative care sites in many states: in New York, New Jersey, Michigan, Pennsylvania, Arizona, California, Colorado, Florida, Illinois, New Mexico, Oregon, Washington Wisconsin, Ohio. They're doing a lot of work in just those states, plus additionals, that are being — will be announced probably tomorrow. But they're doing some job. The Army Corps of Engineers — what a job they're doing. And FEMA — what a job they're doing.",army corp engineer assessed one-hundred facility fifty state rapidly building temporary hospital alternative care site many state new york new jersey michigan pennsylvania arizona california colorado florida illinois new mexico oregon washington wisconsin ohio lot work state plus additionals announced probably tomorrow job army corp engineer job fema job,army_corp_engineer assessed one-hundred facility fifty state rapidly building temporary hospital alternative care site many state new_york new_jersey michigan pennsylvania arizona california colorado florida illinois new mexico oregon washington wisconsin ohio lot work state plus additionals announced probably tomorrow job army_corp_engineer job fema job
2342,2020-04-03,"As we deploy the power of our military, we're also deploying the skill of our doctors, scientists, and medical researchers. We continue to study the effectiveness of hydroxychloroquine and other therapies, and the treatment and prevention of the virus. And we will keep the American people fully informed on our findings. Hydroxychloroquine — I don't know, it's looking like it's having some good results. I hope that — that would be a phenomenal thing.",deploy power military also deploying skill doctor scientist medical researcher continue study effectiveness hydroxychloroquine therapy treatment prevention virus keep american people fully informed finding hydroxychloroquine know looking like good result hope would phenomenal thing,deploy power military also deploying skill doctor scientist medical researcher continue study effectiveness hydroxychloroquine therapy_treatment prevention virus keep american people fully informed finding hydroxychloroquine know looking like good result hope would phenomenal thing
2343,2020-04-03,"But we have it right now in — approximately now, it's increased to 1,500 people. I spoke with Dr. Zucker in New York — terrific guy, by the way. He's — we're doing a good job. And I spoke to Governor Cuomo last evening and this morning about it. So it's been there for about three and a half days, but I think — and many other places it's being tested too. And we have a tremendous supply of it. We've ordered it in the case that it works. And it's — it could have some pretty big impacts. And we'll see what happens.",right approximately increased one-thousand-five-hundred people spoke dr zucker new york terrific guy way good job spoke governor cuomo last evening morning three half day think many place tested tremendous supply ordered case work could pretty big impact see happens,right approximately increased one-thousand-five-hundred people spoke dr zucker new_york terrific guy way good job spoke governor_cuomo last evening morning three_half day think many place tested tremendous supply ordered case work could pretty big impact see happens
2344,2020-04-03,"My administration is also working to get relief to American workers and businesses. On day one of the Paycheck Protection Program, as Kevin said, more than $3.5. billion in guaranteed loans have been processed to help small businesses keep their workers employed during the unprecedented time — this unprecedented time.",administration also working get relief american worker business day one paycheck protection program kevin said thirty-five billion guaranteed loan processed help small business keep worker employed unprecedented time unprecedented time,administration also working get relief american worker business day one paycheck_protection_program kevin said thirty-five billion guaranteed loan processed help small_business keep worker employed unprecedented time unprecedented time
2345,2020-04-03,"And Bank of America has been incredible. Of the big banks, Bank of America has really stepped forward and done a great job. And then you have the community banks, your smaller banks. And we're already at $3.5 billion going out to incredible people. But that's way ahead of schedule.",bank america incredible big bank bank america really stepped forward done great job community bank smaller bank already thirty-five billion going incredible people way ahead schedule,bank_america incredible big bank bank_america really stepped forward done great job community_bank smaller bank already thirty-five billion going incredible people way ahead_schedule
2346,2020-04-03,"The SBA and the Treasury are working around the clock, and our banking partners are really incredible. And they're ensuring that the money gets to small businesses as quickly as possible, and then the small business, in turn, take care of employees that they would have had to let go, and now they'll keep them. And that's good. And then they're going to open for business and they're going to have their employees. And we'll try and get back to where we were. Eventually, we're going to supersede where we were.",sba treasury working around clock banking partner really incredible ensuring money get small business quickly possible small business turn take care employee would let go keep good going open business going employee try get back eventually going supersede,sba treasury working around_clock banking partner really incredible ensuring money get small_business quickly possible small_business turn take care employee would let go keep good going open business going employee try get back eventually going supersede
2347,2020-04-03,"The energy industry has been especially hard hit in the crisis. This afternoon, I met with Greg Garland of Phillips 66, Dave Hager of Devon Energy, Harold Hamm of Continental Resources, Jeff Hildebrand of Hilcorp Energy, Vicki Hollub of Occidental Petroleum, Mike Sommers of the American Petroleum Institute, Kelcy Warren of Energy Transfer Partners, Mike Wirth of Chevron, and Darren Woods of Exxon Mobil. I informed them that we will be making space available in the Strategic Petroleum Reserve to let American producers store surplus oil that can be sold at a later time.",energy industry especially hard hit crisis afternoon met greg garland phillips sixty-six dave hager devon energy harold hamm continental resource jeff hildebrand hilcorp energy vicki hollub occidental petroleum mike sommers american petroleum institute kelcy warren energy transfer partner mike wirth chevron darren wood exxon mobil informed making space available strategic petroleum reserve let american producer store surplus oil sold later time,energy industry especially hard hit crisis afternoon met greg garland phillips sixty-six dave hager devon energy harold hamm continental resource jeff hildebrand hilcorp energy vicki hollub occidental petroleum mike sommers american petroleum institute kelcy warren energy transfer partner mike wirth chevron darren wood exxon mobil informed making space available strategic petroleum reserve let american producer store surplus oil sold later time
2348,2020-04-03,"There's a tremendous abundance of oil, primarily because of the virus. The virus has just stopped demand of everything, including oil. So we're working with our great energy companies. These are great companies. They employ tens of thousands, hundreds of thousands of people. And they've kept America really going for a long time. And no big price hikes, no big anything. I mean, they've just kept it going. And now they got hit. But with all the jobs and all of the good that they do, we're going to make sure that they stay in good shape.",tremendous abundance oil primarily virus virus stopped demand everything including oil working great energy company great company employ ten thousand hundred thousand people kept america really going long time big price hike big anything mean kept going got hit job good going make sure stay good shape,tremendous abundance oil primarily virus virus stopped demand everything including oil working great energy company great company employ ten thousand hundred_thousand people kept america really going long time big price hike big anything mean kept going got hit job good going make sure stay good shape
2349,2020-04-03,"America is engaged in a historic battle to safeguard the lives of our citizens, our future society. Our greatest weapon is the discipline and determination of every citizen to stay at home and stay healthy for a long time. And we want them to stay healthy for a long time. So stay at home. This is ending. This will end. You'll see some bad things and then you're going to see some really good things. And it's not going to be too long.",america engaged historic battle safeguard life citizen future society greatest weapon discipline determination every citizen stay home stay healthy long time want stay healthy long time stay home ending end see bad thing going see really good thing going long,america engaged historic battle safeguard life citizen future society greatest weapon discipline determination every citizen stay_home stay healthy long time want stay healthy long time stay_home ending end see bad thing going see really good thing going long
2350,2020-04-03,"We will heal our citizens and we will care for our neighbors, and we will unleash the full might of the United States of America to vanquish the virus.",heal citizen care neighbor unleash full might united state america vanquish virus,heal citizen care neighbor unleash full might united_state america vanquish_virus
2351,2020-04-03,"And with that, I'd like to ask Mike Pence to come up, Vice President, and say a few words. And we'll have a couple of other quick talks on a couple of subjects, and we'll take questions.",would like ask mike pence come vice president say word couple quick talk couple subject take question,would like ask mike_pence come vice_president say word couple quick talk couple subject take question
2352,2020-04-03,"And it's a beautiful Friday in Washington, D.C., and our country is a great place, and we're getting better. We're getting better very quickly.",beautiful friday washington dc country great place getting better getting better quickly,beautiful friday washington_dc country great place getting better getting better quickly
2353,2020-04-03,"This was artificially induced. We just said — they said, “Close it down. You have to close it down.” We closed it down and we're healing. We're going to get it better fast.",artificially induced said said close close closed healing going get better fast,artificially induced said said close close closed healing going get better fast
2354,2020-04-03,"Well, I just don't want to wear one myself. It's a recommendation; they recommend it. I'm feeling good. I just don't want to be doing — I don't know, somehow sitting in the Oval Office behind that beautiful Resolute Desk — the great Resolute Desk — I think wearing a face mask as I greet presidents, prime ministers, dictators, kings, queens, I don't know. Somehow, I don't see it for myself. I just — I just don't. Maybe I'll change my mind, but this will pass and hopefully it'll pass very quickly.",well want wear one recommendation recommend feeling good want know somehow sitting oval office behind beautiful resolute desk great resolute desk think wearing face mask greet president prime minister dictator king queen know somehow see maybe change mind pas hopefully pas quickly,well want wear one recommendation recommend feeling good want know somehow sitting oval_office behind beautiful resolute desk great resolute desk think wearing face_mask greet president prime_minister dictator king queen know somehow see maybe change mind pas hopefully pas quickly
2355,2020-04-03,"Now, with that being said, if somebody wants to — I mean, most people can just make something out of a certain material. So it's very well designated, it's very simple to do. I won't be doing it personally. It's a recommendation. Okay?",said somebody want mean people make something certain material well designated simple personally recommendation okay,said somebody want mean people make something certain material well designated simple personally recommendation okay
2356,2020-04-03,"I leave it up to the governors. The governors know what they're doing. They've been doing a great job. I guess we're close to 90 percent anyway. And the states that we're talking about are not in jeopardy. No, I would leave it to the governors. I like — I like that from the standpoint of governing, and I like that from the standpoint of even our Constitution.",leave governor governor know great job guess close ninety percent anyway state talking jeopardy would leave governor like like standpoint governing like standpoint even constitution,leave governor governor know great job guess close ninety percent anyway state talking jeopardy would leave governor like like standpoint governing like standpoint even constitution
2357,2020-04-03,"Well, a lot of things came out. It's a great industry, it's an important industry, it's a tremendous job-producing industry. And it's just vital. And it was also very interesting because they all were given the test before they came into the room. So you have the head of Exxon Mobil, you have all these guys taking the test, and they all passed with flying colors. So that was good. They left happy, in that respect, at least.",well lot thing came great industry important industry tremendous job producing industry vital also interesting given test came room head exxon mobil guy taking test passed flying color good left happy respect least,well lot thing came great industry important industry tremendous job producing industry vital also interesting given test came room head exxon mobil guy taking test passed flying color good left happy respect least
2358,2020-04-03,"There's just an overabundance of oil right now — oil and gas. Tremendous overabundance. And it was caused — they were doing a great job. They were producing a lot of energy. But then you have the virus come along and it knocked another 35 percent, maybe 40 percent, off of the market.",overabundance oil right oil gas tremendous overabundance caused great job producing lot energy virus come along knocked another thirty-five percent maybe forty percent market,overabundance oil right oil_gas tremendous overabundance caused great job producing lot energy virus come along knocked another thirty-five percent maybe forty_percent market
2359,2020-04-03,So there's too much oil. There's a glut. And these are great companies and they'll figure it out. It's free market. We'll figure it out.,much oil glut great company figure free market figure,much oil glut great company figure free market figure
2360,2020-04-03,They were having a competition. We'll see how it all works out. I think it's going to work out very well. It's going to take a long time to — to get rid of that. There's massive excess amount of oil and gas. Massive. Like probably there's never been.,competition see work think going work well going take long time get rid massive excess amount oil gas massive like probably never,competition see work think going work well going take long time get rid massive excess amount oil_gas massive like probably never
2361,2020-04-03,"So where that does work out well, I guess you could say, is for drivers. I think, in certain locations, it's down to 90 and 95 cents a gallon, right now, on the road.",work well guess could say driver think certain location ninety ninety-five cent gallon right road,work well guess could say driver think certain location ninety ninety-five cent gallon right road
2362,2020-04-03,"But we have a tremendous industry, a great industry. A tremendously important industry from the standpoint of jobs. And we're energy independent. We have to make sure we keep it that way.",tremendous industry great industry tremendously important industry standpoint job energy independent make sure keep way,tremendous industry great industry tremendously important industry standpoint job energy independent make sure keep way
2363,2020-04-03,"No, I didn't know anything about that. That was done by the FDA — very capable people at the FDA.",know anything done fda capable people fda,know anything done fda capable people fda
2364,2020-04-03,We're not happy with 3M. We're not happy. And the people that dealt with it directly are not at all happy with 3M.,happy 3m happy people dealt directly happy 3m,happy 3m happy people dealt directly happy 3m
2365,2020-04-03,So we'll see whether or not we do. I heard what he had to say today. I don't know the gentleman. But we're not happy with 3M. Go ahead.,see whether heard say today know gentleman happy 3m go ahead,see whether heard say today know gentleman happy 3m go ahead
2366,2020-04-03,"I don't know. But every time you ask that question — whenever he's not here, you look, you say, “Where is he?” And you'll say, “Is there a problem?” No problem whatsoever. Every time he's not here — sometimes I'll ask him to come because that's the first question that you and a couple of others from the fake news establishment ask, is: “Where is Dr. Fauci?” We're doing great together.",know every time ask question whenever look say say problem problem whatsoever every time sometimes ask come first question couple others fake news establishment ask dr fauci great together,know every time ask question whenever look say say problem problem whatsoever every time sometimes ask come first question couple others fake_news establishment ask dr_fauci great together
2367,2020-04-03,"Well, I always knew that pandemics are one of the worst things that could happen. There's been nothing like this since probably 1917. That was the big one in Europe. It started actually here and went to Europe. Probably. I've heard about —",well always knew pandemic one worst thing could happen nothing like since probably one-thousand-nine-hundred-and-seventeen big one europe started actually went europe probably heard,well always knew pandemic one worst thing could happen nothing like since probably one-thousand-nine-hundred-and-seventeen big one europe started actually went europe probably heard
2368,2020-04-03,Excuse me. Wait a minute. Let me finish. I've heard about this for a long time — pandemics. You don't want pandemics. And I don't think he was talking about a specific pandemic. He was talking about the threat of a pandemic could happen. And it could happen. Most people thought it wouldn't and most people didn't understand the severity of it. This is a very severe. What's happened is very severe. But I'd let you answer that. I assume that he was talking about the concept of a pandemic.,excuse wait minute let finish heard long time pandemic want pandemic think talking specific pandemic talking threat pandemic could happen could happen people thought would people understand severity severe happened severe would let answer assume talking concept pandemic,excuse wait_minute let finish heard long time pandemic want pandemic think talking specific pandemic talking threat pandemic could happen could happen people thought would people understand severity severe happened severe would let answer assume talking concept pandemic
2369,2020-04-03,Previous administrations gave us very little ammunition for the military and very little shelf space. Let me just tell you —,previous administration gave little ammunition military little shelf space let tell,previous administration gave little ammunition military little shelf space let tell
2370,2020-04-03,"So what you should do is speak to the people from the previous administration, Jim, and ask them that question, because —",speak people previous administration jim ask question,speak people previous administration jim ask question
2371,2020-04-03,"And you know what else? The military shelves were also empty. We had no ammunition, literally. And that was said by one of your favorite generals. “We have — sir, we have no ammunition.” Guess what? We had very little medical supply also.",know else military shelf also empty ammunition literally said one favorite general sir ammunition guess little medical supply also,know else military shelf also empty ammunition literally said one favorite general sir ammunition guess little medical supply also
2372,2020-04-03,"But if somebody ordered — if Italy, if Spain, who has big problems — these have — these are countries with tremendous problems — France. If they ordered — if they have long-term orders and they're in in there and they want to get certain things, I've let them go out, in certain instances, because I think it's only fair. They have problems that are proportionately or relatively bigger than our problems. So if they ordered something and they're waiting for, as an example, masks made here and going to Italy, I'm not going to be stopping that. I think it would be very unfair.",somebody ordered italy spain big problem country tremendous problem france ordered long term order want get certain thing let go certain instance think fair problem proportionately relatively bigger problem ordered something waiting example mask made going italy going stopping think would unfair,somebody ordered italy spain big problem country tremendous problem france ordered long term order want get certain thing let go certain instance think fair problem proportionately relatively bigger problem ordered something waiting example mask made going italy going stopping think would unfair
2373,2020-04-03,"And, by the way, speaking about being fair and unfair, two very big cruise liners, as you know, I allowed them to dock today. We worked with the governor of Florida, as you know, Ron DeSantis, and we worked on it and we had tremendous security.",way speaking fair unfair two big cruise liner know allowed dock today worked governor florida know ron desantis worked tremendous security,way speaking fair unfair two big cruise liner know allowed dock today worked governor florida know ron_desantis worked tremendous security
2374,2020-04-03,"And we took the sick people and we're working with them. We have doctors. We have great doctors, military doctors. And from a humane standpoint, not that we're in love with this — these are two massive ships — but we have to take care of people. We have to take care.",took sick people working doctor great doctor military doctor humane standpoint love two massive ship take care people take care,took sick people working doctor great doctor military doctor humane standpoint love two massive ship take care people take care
2375,2020-04-03,"We sent many back to Canada. The Canada — the Canadians came and worked very closely with us, as did the UK. We had a lot of people from the UK. And we take — we took care of the Americans. We took care of the sick. We had some people very sick. I think we have three to four, maybe five people that had died on the boat. One of the boats, actually. And we had to take care of these people.",sent many back canada canada canadian came worked closely uk lot people uk take took care american took care sick people sick think three four maybe five people died boat one boat actually take care people,sent many back canada canada canadian came worked closely uk lot people uk take took care american took care sick people sick think three four maybe five people died boat one boat actually take care people
2376,2020-04-03,"So we couldn't let them float aimlessly into the ocean, looking for port, as they've been doing for a long time. And I made the decision: We had to take them in. And Homeland Security and a lot of other people did a great job.",could let float aimlessly ocean looking port long time made decision take homeland security lot people great job,could let float aimlessly ocean looking port long time made decision take homeland_security lot people great job
2377,2020-04-03,"But we had to help people. These are people that were very, very sick. Some were dying. Some died.",help people people sick dying died,help people people sick dying died
2378,2020-04-03,"I don't know. I mean, I just — I heard from the oil executives. These are people — most of them had not had the test. And, frankly, I think they left the room feeling good about a lot of things. But they felt good about the test.",know mean heard oil executive people test frankly think left room feeling good lot thing felt good test,know mean heard oil executive people test frankly think left room feeling good lot thing felt good test
2379,2020-04-03,"This was a test that took, I guess, 13 minutes to have it finalized. They took the test. I don't know. I didn't know they were doing that. Maybe they did it just for them. I don't know. But —",test took guess thirteen minute finalized took test know know maybe know,test took guess thirteen minute finalized took test know know maybe know
2380,2020-04-03,"— it seems that a lot of people — because now we have tests that really work well. Abbott, in this case. Abbott. We have other tests being developed right now that are also fantastic.",seems lot people test really work well abbott case abbott test developed right also fantastic,seems lot people test really work well abbott case abbott test developed right also fantastic
2381,2020-04-03,"The original test — the ones we inherited, Jim, as an example, they were — they were broken. They were obsolete. They were not good tests. And that's what we got stuck with. We've developed some incredible tests. But this took 13 to 15 minutes. And they were all fine.",original test one inherited jim example broken obsolete good test got stuck developed incredible test took thirteen fifteen minute fine,original test one inherited jim example broken obsolete good test got stuck developed incredible test took thirteen fifteen minute fine
2382,2020-04-03,"Well, I address it in the following manner: We really are very well supplied. We are not the principal — it's the hospitals, the states, the cities. They're supposed to get everything they can and stock up in case something like this happens. But nobody could ever have assumed that something like this happened, so we started supplying.",well address following manner really well supplied principal hospital state city supposed get everything stock case something like happens nobody could ever assumed something like happened started supplying,well address following manner really well supplied principal hospital state city supposed get everything stock case something like happens nobody could ever assumed something like happened started supplying
2383,2020-04-03,"We brought tremendous amounts to New York today and over the last few days. We brought them to Louisiana. We brought them to Michigan. We brought them to Los Angeles. A lot of equipment. You've read the amount of masks that we had. I think I said over 8 million masks. The N95 masks. The, you know, more expensive, more complicated, better, whatever masks — the ones they want to use in the hospitals.",brought tremendous amount new york today last day brought louisiana brought michigan brought los angeles lot equipment read amount mask think said eight million mask n95 mask know expensive complicated better whatever mask one want use hospital,brought tremendous_amount new_york today last day brought louisiana brought michigan brought los_angeles lot equipment read amount mask think said eight million mask n95_mask know expensive complicated better whatever mask one want use hospital
2384,2020-04-03,"We have millions of them now, and we've given them to a lot. We sent to Bellevue, in New York today — that was for Mayor de Blasio — 200,000 of them. But we have 8.1 million; we're going to have more than that. And we're getting them from various sources, including the military. We're rapidly then replacing them, because we have to replace them in case there's a — another emergency. I would be — gowns too. We have many gowns being delivered and have been delivered.",million given lot sent bellevue new york today mayor de blasio two-hundred-thousand eighty-one million going getting various source including military rapidly replacing replace case another emergency would gown many gown delivered delivered,million given lot sent bellevue new_york today mayor_de_blasio two-hundred-thousand eighty-one million going getting various source including military rapidly replacing replace case another emergency would gown many gown delivered delivered
2385,2020-04-03,"Our people have done an incredible job. Most people have said — now, and I said this yesterday — governors have said, “Thank you very much. Great job.” If they're a Democrat governor — in some cases; not in all cases at all — if I said, “Here's 1,000 ventilators. How many do you want?” “We want 1,000.” “Here's 1,000. You got 'em",people done incredible job people said said yesterday governor said thank much great job democrat governor case case said one-thousand ventilator many want want one-thousand one-thousand got,people done incredible job people said said yesterday governor said thank much great job democrat governor case case said one-thousand ventilator many want want one-thousand one-thousand got
2386,2020-04-03," But you know what we're going to do? We're going to add another 5,000. Is that good?” They said, “Wow, that's great.” And then, if Jim Acosta goes and says, “Are you happy with the President?” “No, he should have given us 10,000.” That's what's happening. You know why? Because that's a standard political answer. And that's a shame because we have done a job like nobody has ever done a job.",know going going add another five-thousand good said wow great jim acosta go say happy president given ten-thousand happening know standard political answer shame done job like nobody ever done job,know going going add another five-thousand good said wow great jim acosta go say happy president given ten-thousand happening know standard political answer shame done job like nobody ever done job
2387,2020-04-03,"But we've just delivered a lot of masks. We've just delivered a lot of gowns and protective gear. But, you know, you're talking about a massive — you're talking about a massive number. But, as of this morning, people were very, very happy.",delivered lot mask delivered lot gown protective gear know talking massive talking massive number morning people happy,delivered lot mask delivered lot gown protective_gear know talking massive talking massive number morning people happy
2388,2020-04-03,"It was really more of a discussion than asking. We discu- — you know, we did discuss the concept of tariffs because, as you know, this was a dispute among a couple of countries that I think they want to be able to get it solved. They had a dispute. They had a competition. But they want to get it resolved.",really discussion asking discu know discus concept tariff know dispute among couple country think want able get solved dispute competition want get resolved,really discussion asking discu know discus concept tariff know dispute among couple country think want able get solved dispute competition want get resolved
