,date,text
2979,2020-04-05,And we have a tremendously powerful energy industry in this country now. Number one in the world. And I don't want those jobs being lost. Okay?
2980,2020-04-05,"We'll see. I mean, I have a lot of options."
2981,2020-04-05,Please.
2982,2020-04-05,"Got a lot of good options, Jeff. Beauties. I might like it even more."
2983,2020-04-05,"No, you'll. Let's see what happens. Hopefully they can make a deal."
2984,2020-04-05,Let's go.
2985,2020-04-05,I agree.
2986,2020-04-05,Including me.
2987,2020-04-05,"You said adjusted back down 61,000. What was adjusted back?"
2988,2020-04-05,"Yeah. Go ahead. It's still a big number, right? Sixty-one. Right?"
2989,2020-04-05,That's a big number. Go ahead.
2990,2020-04-05,"Well, I don't want to do that. Look, I had a date, and I thought it was a very aspirational day. It's turning out to be very interesting, because a lot of good things are happening by Easter. But I had a very aspirational date. I didn't think you could make it. I didn't say we would do it by Easter, but I said, “Boy, wouldn't it be great to shoot for Easter”? That would be a great day, a beautiful day, a very important day to a lot of people like me and like some of you in the room. Maybe all of you in the room, frankly."
2991,2020-04-05,"But Easter is a very important day. So I had — aspirationally, I said, “Let's see if we can do it at Easter.” You know, but I said it would be very tough. And I was criticized for that, so I don't like giving dates. And that wasn't a date, that was just an aspiration. That would have been incredible."
2992,2020-04-05,"But I don't think we're going to be very far behind. And some of these models are looking like Easter is going to be a very important date anyway because of the curve. I mean, it's hitting the top, and it's starting to come down. And one person said Easter is looking like a good time. So a good time for that, for heading down. So we'll see what happens."
2993,2020-04-05,"Look, there's no reason to do that. We have a lot of good things happening. When I spoke to the governor of Louisiana, he said, “Tony, they need far less beds than they needed.” I said, “Well, good, because we're building 1,000-room additional.” We built them 1,000 — the beds. And now we're building another thousand."
2994,2020-04-05,"And I said, “Listen, is there a way that we don't build — I don't want to build them if they don't need them.” In New York, the Javits isn't too heavily used; it's ready to go — 2,900 beds — plus, we now have the ship set for COVID if they want to use it. And we're using it for governor Murphy in New Jersey. So we'll see what happens."
2995,2020-04-05,"But, you know, the numbers are coming way down. The ventilators, we're all set. We have a lot to go if we want. But we're not getting — I'm not getting calls where they need ventilators anymore. So we were right on those ventilators."
2996,2020-04-05,"I'd love to have additional ventilators for some of the countries that are our allies and our friends. And even if they're not our allies and our friends, you're saving human lives. But I'd love to see if we had some — I mean, we're making a lot of ventilators right now. We have a — and they take a while to make, and they're very expensive and they're very complex to make. But I'd love to be able to help other countries once we're taken care of."
2997,2020-04-05,"But I just sent 100 ventilators to Colorado, and that was great. A senator there who is a terrific senator — Cory and — Cory Gardner. And he called me last night. He said, “Could you get 100 ventilators for Colorado?” And we just sent them out, and there'll be there very shortly."
2998,2020-04-05,"So — but it looks like we're in great shape from the bed standpoint. It looks like we're in great shape from the ventilator standpoint. And you just heard, I ordered 500 million masks — 500 N95s and others — and surgical. But we ordered 500 million masks: 300 and 200. And they're going to be here very shortly."
2999,2020-04-05,"So, we're really in great shape, and we started off with an empty cupboard."
3000,2020-04-05,So I'm going to leave the Vice President and his group to handle it. And I will see you probably tomorrow. Okay? Thank you. Thank you very much. Thank you.
3001,2020-04-05,"No, I don't."
3002,2020-04-05,"No, I don't. Thanks. Good question."
3003,2020-04-05,"Thank you very much, everybody. I'd like to begin by saying that we just completed a meeting with the Secretary of Treasury Steve Mnuchin and Secretary of Transportation Elaine Chao on proposals regarding the airlines and the airline business."
3004,2020-04-05,"And we're working very closely with a lot of different people. We'll be probably putting out a proposal and giving them some of the details — some of the very powerful details over the weekend. It's moving along quickly. The airline business has been hit very hard, as everybody knows. And we are going to be in a position to do a lot to help them so that they keep their employees and they save their businesses."
3005,2020-04-05,"And that'll be taking place, I think you can say, over the weekend. We may even have discussions with some of the airlines or all of the airlines over the weekend. And I think it's going to be a very acceptable package. It's a very big package and a very acceptable package. It'll be good for our country, good for the airlines, good for a lot of people."
3006,2020-04-05,"Likewise, I just spoke with the President of Russia, Vladimir Putin, and the King of Saudi Arabia, King Salman, and we had a big talk as to oil production and OPEC and making it so that our industry does well and the oil industry does better than it's doing right now. It's — the numbers are so low that there'll be layoffs all over the world. There'll be certainly layoffs in this country. And we don't want that to happen."
3007,2020-04-05,"We built a great, great energy business in the United States. So we have tens of thousands of jobs. We had a very good talk; we'll see what happens. But as you know, OPEC met today, and I would say they're getting close to a deal. We'll soon find out. So that was a conversation we just had, so we had a busy hour and a half."
3008,2020-04-05,"And let me begin by expressing my sincere gratitude to the American people. Millions of Americans are making profound and difficult sacrifices in their own lives because they know it will save the lives of countless others. And that's exactly what it's doing. You see what's happening and where we are and where we stand. And hopefully we're going to be opening up — you can call it “opening” very, very — very, very soon, I hope."
3009,2020-04-05,"Together, our people are writing one of the most noble chapters in the proud history of our nation. Americans are also encouraged to learn that Boris Johnson, Prime Minister, has been moved out of intensive care. That's a tremendous statement. And we continue to pray for him and his fast recovery. That's a very — a very positive development."
3010,2020-04-05,"As the New York metropolitan area continues its battle against the outbreak, the full power of the federal government is there to support them. As you know, the Javits Center has now been fully converted into a 3,000-bed hospital — one of the largest anywhere in the country — and by the incredible professionals."
3011,2020-04-05,"I have to say, the Corps of Engineers, what they can do is just incredible. They've done a fantastic job and they're building, nationwide, 21 temporary hospitals and care facilities, adding 17,000 hospital beds. And they did that all within a very short period of time. It's incredible what they've done. Army Corps of Engineers. And FEMA has been fantastic."
3012,2020-04-05,"Our sweeping airlift operation to keep doctors and nurses supplied with protective equipment, Project Airbridge, continues to expand with more than 24 flights already completed and 49 additional flights now scheduled in the near future. So that's been very successful. And that gear and those outfits are being handed out. As they arrive, they're going directly to point."
3013,2020-04-05,"The American medical system continues to perform beyond our highest expectations, reminding us that the United States is blessed with the most advanced healthcare and the most skilled healthcare workers anywhere in the planet. Other countries are looking to what we're doing. And our testing operation has now become far and away the most sophisticated and the best anywhere."
3014,2020-04-05,"And we want to thank all of the heroes on the frontlines as they fight to save American lives. We're at the top of the hill. Pretty sure we're at the top of the hill, and now we're going downward. In some cases, we've already started that process."
3015,2020-04-05,"Earlier today, I spoke with hundreds of mental health leaders and advocates from around the country to discuss the vital work and the vital work they're doing. We had the top doctors in the country, some international doctors. Mental health — big factor. Not only has the virus inflicted immense physical suffering on many people, but also mental and emotional suffering as well. Even though we're staying physically apart, no American is alone, and we're all in this together. But the mental health doctors and experts — it was a very great call. It was a very interesting call. They're working very hard."
3016,2020-04-05,"We're also seeing encouraging signs in our race to develop breakthrough treatments and therapies. Pfizer revealed today that it has found a promising new treatment that might prevent the virus from replicating. And that hopes — it hopes to begin testing in clinical trials very soon. It's going to be very, very soon. They have great — great feelings for this particular therapy, and they think that a lot of good things are happening."
3017,2020-04-05,"Through the FDA's Coronavirus Treatment Acceleration Program, 19 therapies and treatments are now being tested and 26 more are in the active planning or [for] clinical trial. So we have 19 therapies being tested currently, and 26 more are in the active planning for clinical trials. That's a big statement. That's a lot."
3018,2020-04-05,"Trials for Gilead's antiviral drug, remdesivir, continue. And the company has also expanded emergency use for new patients getting good, early results, by the way. The companies that manufacture hydroxychloroquine are massively ramping up production."
3019,2020-04-05,"As you know, many people are recommending, strongly, Z-Pak be added — the Z-Pak — and also zinc. And the federal government continues to build our stockpiles and distribute millions of doses for doctors to use as they see fit."
3020,2020-04-05,"And I'm pleased to inform you — we're just having — a lot of good things are happening, but we'll have to see how that all works out. But we have — we've purchased and we have stockpiled millions and millions of doses, and we're distributing it. Some states want it very badly. Michigan — we just sent a lot to Michigan and other areas."
3021,2020-04-05,"I'm reporting today that we passed 2 million tests completed in the United States, first time — most anywhere in the country. It's a milestone for our country. It's a milestone anywhere. Nobody has done anywhere close. Our tests are highly sophisticated and highly accurate."
3022,2020-04-05,"At the same time, we're making important progress on the economic front of this war. In a few moments, Secretary of Labor, Eugene Scalia, will explain new steps that we're taking to ensure American workers swiftly receive unemployment and paid leave benefits and that employers protect the health and safety of all workers, including essential workers on the job, working very, very closely with workers and with employers."
3023,2020-04-05,"To provide further economic relief, the Federal Reserve announced this morning that it'll provide up to $2.3 trillion in support to businesses, states, and local governments. Six hundred billion dollars in loans will be available for mid-sized businesses with up to 10,000 employees. And $500 billion will be available for states, counties with over 2 million residents and cities with a population of over 1 million."
3024,2020-04-05,"My administration is also working with Congress to replenish the very successful — incredibly successful the way it's going — Paycheck Protection Program, which is allowing hundreds of thousands of small businesses to keep their workers on the payroll, meaning it'll keep those businesses open."
3025,2020-04-05,"We need both Democrats and Republicans to come together to get this leg- — the legislation completed. And it looks like it's on its way, but we need both. And it should be for people that are working for the workers. And if you look and you see, we have a lot of people that are affected by that, and it's a very positive development. So we have to get a bipartisan approval of that. And hopefully that'll happen."
3026,2020-04-05,"Today, the Department of Education is also announcing the availability of more than $6 billion in emergency grant funding to assist college students impacted by the cancellation of classes and the suspension of housing. A lot of people had a lot of things suspended; housing is one of them."
3027,2020-04-05,"Previously, we waived student loan payments for six months. So, student loan payments have been waived for six months, and we'll discuss it after that. It may go further."
3028,2020-04-05,"Although this medical war has separated our citizens for a period of time, it's also united our entire nation, I think I can say, like almost never before. Americans are moving forward with common purpose and shared resolve, determined to vanquish the virus and lift our nation to even greater heights. We are supremely confident in the magnificent future that awaits the American people."
3029,2020-04-05,"And with that, before I invite our Vice President — our great Vice President — and Gene Scalia to speak, we'll take a few questions. And then I'm going back into negotiations on oil and on airlines."
3030,2020-04-05,"Yeah, please."
3031,2020-04-05,"Yeah, I had a very good conversation."
3032,2020-04-05,Yeah.
3033,2020-04-05,"Yeah. Yeah. No, there's a lot of — there's a lot of — there's so much production, nobody even knows what to do with it. That's how it's working."
3034,2020-04-05,"And Saudi Arabia and, as you know, Russia — it's well known that we're producing a lot, and they were perhaps fighting with each other over the production and the amount of oil being produced. And, frankly, there's not enough room to even store it. Our storage is now full — going to be very soon. Our Strategic National storage is — I said this is a great time to fill it up, load it up with oil that, frankly, is — had pricing that nobody has ever seen before. I don't think we've seen this probably since the 1950s. That was with big dollars. So we'll see what happens."
3035,2020-04-05,The conversation was very good. They're getting close to a deal; that's OPEC and many other countries outside of OPEC. And we'll see what happens.
3036,2020-04-05,"No, I think they were getting along very well. We had a very good — we had a very good call. I think it was a very good call. We're going to see what happens, but it was a very good call. They'll probably announce something either today or tomorrow, one way or the other. Could be good. Could be not so good. But I think one way or the other —"
3037,2020-04-05,"Go ahead, Jim."
3038,2020-04-05,No.
3039,2020-04-05,"No. We have a great testing system. We have the best — right now, the best testing system in the world. But there are certain sections —"
3040,2020-04-05,"There are certain sections in the country that are in phenomenal shape already. Other sections are coming online; other sections are going down. And we, in addition to that, are giving out millions of tests. And every day, we're doing it exponentially. We're picking up. And what we'll be doing in the very near future is going to certain areas of our country and do massive testing. It's not necessary, but it would be a good thing to have."
3041,2020-04-05,Go ahead.
3042,2020-04-05,"We want to have it, and we're going to see if we have it. Do you need it? No. Is it a nice thing to do? Yes. We're talking about 325 million people. And that's not going to happen, as you can imagine. And no — it would never happen with anyone else either. Other countries do it, but they do it in a limited form. We'll probably be the leader of the pack."
3043,2020-04-05,Please.
3044,2020-04-05,"Well, I think the economy is going to do very well. Now, that's just my feeling. It's a strong feeling. I've had good, proper feelings about a lot of things over the years. And I think we're going to do well."
3045,2020-04-05,"We're doing very — it looks like we're at the lower end of the curve in terms of death, which is a terrible word, a terrible, dark word that we've experienced like nobody has ever seen before in this country. I mean, we have numbers that are terrible. But when you look at the lower levels of 100- — lower prediction levels of 100- — 120,000 to 220,000 — or, if we did nothing, up to 2.2 million people — we're looking at a much lower level than the level of — I hope than the level of 100,000. So we're going to see."
3046,2020-04-05,"We're going to have to — you can never — look, you can never do anything about the people that lost their loved ones and love their — lost their friends. And, I mean, the great friendships. And I'm not sure a lot of people will ever be the same."
3047,2020-04-05,"But I think our country, from an economic standpoint, will end up being stronger than ever. We have tremendous stimulus. We have tremendous stimulus plans. We have things in the works that are going to really, I think, fire the country."
3048,2020-04-05,"I think that what's going to happen is we're going to have a big bounce rather than a small bounce. But we will be back. And I think — honestly, I think our country is going to be back, from an economic standpoint — again, you can never replace the people that were lost. And to their families, certainly you can never do a thing like that."
3049,2020-04-05,"But we will have succeeded in many ways, hopefully keeping the number way below our minimum numbers. And also, from an economic standpoint — you know, we met with the mental health people today, and that takes a trem- — this has taken a tremendous toll, mentally, on a lot of people. And I think we're going to open up strong. I think we're going to open up very successfully, and, I'd like to say, even more successfully than before."
3050,2020-04-05,Please.
3051,2020-04-05,Yeah.
3052,2020-04-05,"Well, I want to see it where there's a certain market, but I also don't want — I don't want to see it where people are — have no idea — you know, we're opening up — we'll be opening up areas for storage of oil — massive areas for storage of oil — because oil today is not selling."
3053,2020-04-05,And what happened is the virus knocked out 40 percent of the market immediate- — you know that; you know the number. Forty percent.
3054,2020-04-05,"Now, there was a lot of oil, but it was very controllable. All of a sudden, they lost 40 percent. You look at the roads, you look at the car — you look at what's going on; there's nobody driving. There's no reason for it right now. That'll start coming back."
3055,2020-04-05,"But we are storing millions of barrels of oil that nobody thought would even be possible. Frankly, ships turned out to be a good business for some people because they're filling up tankers, sending them out to sea, and not saying where to go. They're just sitting out there loaded up with oil."
3056,2020-04-05,"So we want to save our energy. In this country, we want to make sure that our energy companies, businesses, and employees, workers remain strong. So that's how I'm involved. And I think that's going to happen."
3057,2020-04-05,"So right now, if you look, you're probably talking $23, $25. If they announce a deal, we can get it up. We need a minimum number so the companies don't go out of business, so they're not going to lay off all of these energy workers who are important to our country."
3058,2020-04-05,"And, you know, we're now energy independent. We could do something where we only used our oil. But I think the long-term benefit is to be able to just go with the market. And it's going to work out. It's all going to work out. If you looked at three weeks ago, as you know, because we talked about it, three weeks ago and two weeks ago, this was catastrophic. I think it's really hitting bottom, and I think that — I mean, we've had a bottom. But now at $23 and $25 and probably heading up. At the same time, we save our energy and we also produce great, cheap energy and we save our jobs."
3059,2020-04-05,Yeah.
3060,2020-04-05,"I don't think there's a fault. We're — they're doing record numbers of — of dollars. They're dealing with many community banks. They're dealing with Bank of America, Citibank, a lot of — Wells Fargo, as you know, is very much involved. And they're dealing with the bankers. It can't go that quickly but I'm hearing it's a very, very successful rollout."
3061,2020-04-05,"They did want changes in applications. They want changes in loan requirements, et cetera. But they're taking billions and billions of dollars' worth of loans. And in the very near future, the banks will be relieving the money. They'll be paying out the money."
3062,2020-04-05,Yeah. Please.
3063,2020-04-05,"Well, we have a deal. Yeah. The deal is with Canada. We're deal- — with Mexico, we have a deal. And obviously the deal is different from the standpoint that production will be lower. But we have a deal. It's a signed deal. It's a deal that's a — one of the worst deals that we've ever had was NAFTA. One of the worst trade deals ever made by any country anywhere, and we'll be terminating that. And the new deal is a great deal for our country. So, that's something."
3064,2020-04-05,"Now, again, we got hit by the virus, and we'll see where that all goes. But certainly, car production is going to be down for a little while. But, ultimately, good for our farmers, great for our farmers. We'll be helping our farmers, by the way. We have money going out to our farmers in the pretty near future, having to do with — you see what's happened. The farmers got hurt very badly by all of this. People are eating less from the standpoint that there's — no restaurants are open, no businesses are open, no hotels are open. They'll start to come back. But we're going to be helping out our farmers."
3065,2020-04-05,Yeah. Please.
3066,2020-04-05,Go ahead.
3067,2020-04-05,Yeah.
3068,2020-04-05,No.
3069,2020-04-05,"No, I'm not, because we're — we're in very good shape. You'll be speaking with Mike Pence about this in a little while."
3070,2020-04-05,"You look at the hospitals, you look at what's going on — I spoke to — yesterday, I spoke with the governor of Louisiana. I'm saying, “Do you think we need that extra thousand beds that we're in the process of building?” We are really in good shape. You're not hearing people are needing ventilators much. In fact, we're going to start helping other countries with ventilators. We're going to end up having a lot of ventilators for future, should something happen for hospitals — ideally to keep and have."
3071,2020-04-05,"But, no, I think we're in very, very good shape. We have calls with governors all the time. And the governors are in very good shape now. We have helped — we have sent billions and billions and billions of dollars between ventilators, equipment, protective equipment, masks. We have 500 million masks coming — 500 million from one group. Five hundred. It'll be 300 million and 200 million over a short period of time."
3072,2020-04-05,"No, I think we're in very good shape."
3073,2020-04-05,Please.
3074,2020-04-05,"Yeah. I don't like using the word “needed” because I don't think it's “needed,” but I think we're going to try and hit a number like that. That's a very high number, but we're going to be trying to hit it, and we probably might be able to do that."
3075,2020-04-05,Please. Go ahead.
3076,2020-04-05,Go ahead. Please.
3077,2020-04-05,"I do. And I do support something, but I support it for the next phase. It's much simpler in the next phase, whether that phase is infrastructure or whatever."
3078,2020-04-05,So I'm going to leave you now with Mike Pence and with Eugene Scalia. And if you would — I look forward to seeing you tomorrow. We'll see you tomorrow. We have a lot of — I think a lot of very big news to report. We've had a tremendous day between I believe what's happening with the energy industry and I believe what's happening with airlines.
3079,2020-04-05,"I look forward to seeing you. Thank you very much, everybody."
3080,2020-04-05,"I just had a meeting with Kevin McCarthy, future Speaker of the House, I hope. And he's done a fantastic job for the people of California. And also, the people of California have done a fantastic job, when you look at the — at the bump. You take a look at the bump and how they're doing out there. So I congratulate everybody out there."
3081,2020-04-05,"But I thought I'd have Kevin say a few words. So, Kevin, please."
3082,2020-04-05,Thank you. Great job you're doing.
3083,2020-04-05,Thank you. You go ahead. I'll talk to you later.
3084,2020-04-05,"Okay, thank you very much, everybody. And I want to start by saying that our hearts go out to the people of New York as they bear the brunt of the coronavirus pandemic in America. That seems to be the hotspot right now. But you have some others, as you know, that are very — very bad. Very bad. Louisiana is getting hit very hard. Parts of Michigan are getting hit very, very hard. New Jersey is — is –surprisingly, it's much greater than anybody would have thought. They're doing a really good job. The governor is doing a really good job out there."
3085,2020-04-05,"New York's first responders, EMTs, doctors, nurses are showing incredible courage under pressure. They're the best in the world. We will take every action and we'll spare no resource — financial, medical, scientific. We will not spare anything. We'll get it back into shape."
3086,2020-04-05,"The Empire State — the governor is doing an excellent job. They're all working very hard together. At the request of the governor, as you know, the Javits Center, we have 2,500 beds, and we're going to allow that to be a system where this horrible disease can be looked after, the patients can be looked after. That was going to be for regular medical problems such as accidents. And, you know, it's very interesting, the governor is telling me we don't have too many accidents and very few people driving."
3087,2020-04-05,"So we're going to put that facility into play, which is a big facility. The ship will be staying the way it is, but we're putting that facility into play to help them."
3088,2020-04-05,"And today, also, the CDC is announcing additional steps Americans can take to defend against the transmission of the virus. From recent studies, we know that the transmission from individuals without symptoms is playing a more significant role in the spread of the virus than previously understood. So you don't seem to have symptoms and it still gets transferred."
3089,2020-04-05,"In light of these studies, the CDC is advising the use of non-medical cloth face covering as an additional voluntary public health measure. So it's voluntary; you don't have to do it. They suggested for a period of time. But this is voluntary. I don't think I'm going to be doing it."
3090,2020-04-05,But you have a lot of ways — you can look at it as follows: The CDC is recommending that Americans wear a basic cloth or a fabric mask that can be either purchased online or simply made at home. Probably material that you'd have at home. These face coverings can be easily washed or reused.
3091,2020-04-05,"I want to emphasize that the CDC is not recommending the use of medical-grade or surgical-grade masks, and we want that to be used for our great medical people that are working so hard and doing some job. Medical protective gear must be reserved for the frontline healthcare workers who are performing those vital services."
3092,2020-04-05,"The new mask guidelines also do not replace CDC's guidance on social distancing, including staying in your home when possible, standing at least six feet apart for a period of time. Again, we're going to all come back together here. We're going to all come back together. And practicing hand hygiene, which we should do anyway."
3093,2020-04-05,"A lot of things, I think, are going to spill over. Shaking hands maybe will stay with our country for a long time beyond this. One of the — one of our great doctors was telling me that — as you know, we have flus every year, and the number of people killed by the flu is very substantial. And said that if they didn't shake hands, that number would be substantially lower. So maybe it'll stay. Maybe some of these things, long term, will be good. But those guidelines are still the best and the safest way to avoid the infection."
3094,2020-04-05,"So with the masks, it's going to be, really, a voluntary thing. You can do it. You don't have to do it. I'm choosing not to do it, but some people may want to do it, and that's okay. It may be good. Probably will. They're making a recommendation. It's only a recommendation. It's voluntary."
3095,2020-04-05,"We're also taking action to ensure the cost of no barrier to any American seeking testing or treatment of the coronavirus. The largest insurer nationwide, the BlueCross BlueShield System, has now announced that it will not require any co-pays — which is really something; that's a tremendous statement — from patients of the virus treatment for the next 60 days, similar to the commitments of Cigna, Humana, Anthem. Those are great companies, and they're all doing the same thing. So, co-pays. For them to do that is — it's a big statement. We appreciate it."
3096,2020-04-05,"Today I can so proudly announce that hospitals and healthcare providers treating uninsured coronavirus patients will be reimbursed by the federal government using funds from the economic relief package Congress passed last month. So that was as per the question yesterday and actually the day before yesterday. This should alleviate any concern uninsured Americans may have about seeking the coronavirus treatment. So that's, I think, answers the question pretty well and very much in the favor of our great people."
3097,2020-04-05,I'm also signing a directive invoking the Defense Production Act to prohibit export of scarce health and medical supplies by unscrupulous actors and profiteers.
3098,2020-04-05,"The security and Secretary — the Secretary of Homeland Security will work with FEMA to prevent the export of N95 respirators, surgical masks, gloves, and other personal protective equipment. We need these items immediately for domestic use. We have to have them. But we've done really well with the purchase of items, and you'll be hearing about that shortly."
3099,2020-04-05,"We've already leveraged the DPA to stop the hoarding and price gouging of crucial supplies. Under that authority, this week, the Department of Health and Human Services, working with the Department of Justice, took custody of nearly 200,000 N95 respirators, 130,000 surgical masks, 600,000 gloves, as well as bottles — many, many, many bottles — and disinfectant sprays that were being hoarded. All of this material is now being given to healthcare workers. Most of it has already been given out. And we've given a lot to New York, a lot in New Jersey, a lot to other places."
3100,2020-04-05,"In addition to ensure that healthcare workers in New York have the protective equipment they need, the federal government, in the name of the Department of Defense, is providing about 8.1 million N95 respirators. Department of Defense. And we've already given 200,000 of them to New York City. Mayor de Blasio needed them very badly, so we got them to Mayor de Blasio in New York City. And they were very grateful. 8.1 million. And we're going to be increasing that number from 8.1 million to more. That's a lot of N95 respirators."
3101,2020-04-05,"Today, my team spoke with the CEO of Ochsner Health and the CEO of LCMC, the two largest health systems in New Orleans. They said they feel that they currently have enough ventilators — I think a lot of people are going to have enough ventilators — and masks, and appreciate what we did and all of the things we've been doing with them, working with them."
3102,2020-04-05,"The CEO of Ochsner, Warner Thomas — who's really been fantastic, I have to say — indicated a need for 230,000 surgical gowns. And I instructed FEMA to deliver them tomorrow. So they'll have the 230,000. That's Louisiana — New Orleans. Two hundred and thirty thousand surgical gowns; they'll have them by tomorrow."
3103,2020-04-05,We're expanding the role of the armed forces in our response effort because no one is better prepared to win a war than the United States military. And we are in a war. The invisible enemy — remember.
3104,2020-04-05,"Over 9,000 retired Army medical personnel have answered their nation's call and are now supporting field hospitals and medical facilities all across the country, like what I just told you, that Governor Cuomo requested we do something in Javits, where we take it over. And we're going to have that manned by the military, because it's very tough to get people — more people in the New York area. So we're going to have it manned by the military — Javits Center."
3105,2020-04-05,"National Guard members have been activated to help states build new treatment centers and assist in the seamless distribution of medical supplies. That includes National Guard. The National Guard is assisting very strongly because the states were, in many cases, unable to have the delivery capability from warehouses and other places that we put the supplies. So I've given approval to use the National Guards — the various National Guards in the different states. And they're doing a fantastic job of not only protecting people but delivering material."
3106,2020-04-05,"The Army Corps of Engineers has assessed more than 100 facilities in all 50 states and is rapidly building temporary hospitals and alternative care sites in many states: in New York, New Jersey, Michigan, Pennsylvania, Arizona, California, Colorado, Florida, Illinois, New Mexico, Oregon, Washington Wisconsin, Ohio. They're doing a lot of work in just those states, plus additionals, that are being — will be announced probably tomorrow. But they're doing some job. The Army Corps of Engineers — what a job they're doing. And FEMA — what a job they're doing."
3107,2020-04-05,"As we deploy the power of our military, we're also deploying the skill of our doctors, scientists, and medical researchers. We continue to study the effectiveness of hydroxychloroquine and other therapies, and the treatment and prevention of the virus. And we will keep the American people fully informed on our findings. Hydroxychloroquine — I don't know, it's looking like it's having some good results. I hope that — that would be a phenomenal thing."
3108,2020-04-05,"But we have it right now in — approximately now, it's increased to 1,500 people. I spoke with Dr. Zucker in New York — terrific guy, by the way. He's — we're doing a good job. And I spoke to Governor Cuomo last evening and this morning about it. So it's been there for about three and a half days, but I think — and many other places it's being tested too. And we have a tremendous supply of it. We've ordered it in the case that it works. And it's — it could have some pretty big impacts. And we'll see what happens."
3109,2020-04-05,"My administration is also working to get relief to American workers and businesses. On day one of the Paycheck Protection Program, as Kevin said, more than $3.5. billion in guaranteed loans have been processed to help small businesses keep their workers employed during the unprecedented time — this unprecedented time."
3110,2020-04-05,"And Bank of America has been incredible. Of the big banks, Bank of America has really stepped forward and done a great job. And then you have the community banks, your smaller banks. And we're already at $3.5 billion going out to incredible people. But that's way ahead of schedule."
3111,2020-04-05,"The SBA and the Treasury are working around the clock, and our banking partners are really incredible. And they're ensuring that the money gets to small businesses as quickly as possible, and then the small business, in turn, take care of employees that they would have had to let go, and now they'll keep them. And that's good. And then they're going to open for business and they're going to have their employees. And we'll try and get back to where we were. Eventually, we're going to supersede where we were."
3112,2020-04-05,"The energy industry has been especially hard hit in the crisis. This afternoon, I met with Greg Garland of Phillips 66, Dave Hager of Devon Energy, Harold Hamm of Continental Resources, Jeff Hildebrand of Hilcorp Energy, Vicki Hollub of Occidental Petroleum, Mike Sommers of the American Petroleum Institute, Kelcy Warren of Energy Transfer Partners, Mike Wirth of Chevron, and Darren Woods of Exxon Mobil. I informed them that we will be making space available in the Strategic Petroleum Reserve to let American producers store surplus oil that can be sold at a later time."
3113,2020-04-05,"There's a tremendous abundance of oil, primarily because of the virus. The virus has just stopped demand of everything, including oil. So we're working with our great energy companies. These are great companies. They employ tens of thousands, hundreds of thousands of people. And they've kept America really going for a long time. And no big price hikes, no big anything. I mean, they've just kept it going. And now they got hit. But with all the jobs and all of the good that they do, we're going to make sure that they stay in good shape."
3114,2020-04-05,"America is engaged in a historic battle to safeguard the lives of our citizens, our future society. Our greatest weapon is the discipline and determination of every citizen to stay at home and stay healthy for a long time. And we want them to stay healthy for a long time. So stay at home. This is ending. This will end. You'll see some bad things and then you're going to see some really good things. And it's not going to be too long."
3115,2020-04-05,"We will heal our citizens and we will care for our neighbors, and we will unleash the full might of the United States of America to vanquish the virus."
3116,2020-04-05,"And with that, I'd like to ask Mike Pence to come up, Vice President, and say a few words. And we'll have a couple of other quick talks on a couple of subjects, and we'll take questions."
3117,2020-04-05,"And it's a beautiful Friday in Washington, D.C., and our country is a great place, and we're getting better. We're getting better very quickly."
3118,2020-04-05,"This was artificially induced. We just said — they said, “Close it down. You have to close it down.” We closed it down and we're healing. We're going to get it better fast."
3119,2020-04-05,"So, Mike, if you could come up say a few words. Please."
3120,2020-04-05,Thank you very much.
3121,2020-04-05,"Thank you very much. Okay, let's go. Steve?"
3122,2020-04-05,"Well, I just don't want to wear one myself. It's a recommendation; they recommend it. I'm feeling good. I just don't want to be doing — I don't know, somehow sitting in the Oval Office behind that beautiful Resolute Desk — the great Resolute Desk — I think wearing a face mask as I greet presidents, prime ministers, dictators, kings, queens, I don't know. Somehow, I don't see it for myself. I just — I just don't. Maybe I'll change my mind, but this will pass and hopefully it'll pass very quickly."
3123,2020-04-05,"Now, with that being said, if somebody wants to — I mean, most people can just make something out of a certain material. So it's very well designated, it's very simple to do. I won't be doing it personally. It's a recommendation. Okay?"
3124,2020-04-05,And would you like to say something about that?
3125,2020-04-05,"Surgeon General, please."
3126,2020-04-05,Thank you. Thank you.
3127,2020-04-05,Great job. Thank you.
3128,2020-04-05,Okay. Jon?
3129,2020-04-05,"I leave it up to the governors. The governors know what they're doing. They've been doing a great job. I guess we're close to 90 percent anyway. And the states that we're talking about are not in jeopardy. No, I would leave it to the governors. I like — I like that from the standpoint of governing, and I like that from the standpoint of even our Constitution."
3130,2020-04-05,Please.
3131,2020-04-05,"Well, I pointed to him. Right?"
3132,2020-04-05,I knew we (inaudible). I heard a different voice. I heard a different voice.
3133,2020-04-05,Go ahead. We'll get you later.
3134,2020-04-05,Yeah.
3135,2020-04-05,"Well, a lot of things came out. It's a great industry, it's an important industry, it's a tremendous job-producing industry. And it's just vital. And it was also very interesting because they all were given the test before they came into the room. So you have the head of Exxon Mobil, you have all these guys taking the test, and they all passed with flying colors. So that was good. They left happy, in that respect, at least."
3136,2020-04-05,"There's just an overabundance of oil right now — oil and gas. Tremendous overabundance. And it was caused — they were doing a great job. They were producing a lot of energy. But then you have the virus come along and it knocked another 35 percent, maybe 40 percent, off of the market."
